연월,매입수량,매출수량,품목,폭염일수,한파일수,평균기온,평균일교차,강수량,CPI_라면,CPI_탄산,COVID_19,명절,품목_코드
2023-07-01,0.43696919885718755,0.05773829859924838,봉지라면,0.24260355029585798,0.0,0.9180887372013653,0.08333333333333337,1.0,0.849547065773927,0.7048765041165286,0,0,0
2023-08-01,0.36252984227623186,0.03919176143296403,봉지라면,0.5325443786982249,0.0,0.9488054607508533,0.19444444444444442,0.5898709036742801,0.8282788499409222,0.8714376187460413,0,0,0
2023-09-01,0.3949356189581621,0.035238420615940264,봉지라면,0.0,0.0,0.8191126279863482,0.20833333333333326,0.38669314796425025,0.8684521465143753,0.8024065864471179,0,1,0
2023-10-01,0.548549958905718,0.04373078237102836,봉지라면,0.0,0.0,0.5494880546075086,0.6805555555555554,0.028599801390268124,0.8424576604962581,0.8758708043065226,0,0,0
2023-11-01,0.6633399866932801,0.04695202303675143,봉지라면,0.0,0.0,0.3174061433447099,0.5555555555555554,0.12075471698113208,0.805829066561639,0.8290056998100059,0,0,0
2023-12-01,0.30488043520801533,0.04841622333935282,봉지라면,0.0,0.32727272727272727,0.1296928327645051,0.38888888888888884,0.19920556107249257,0.772745175265853,0.7270424319189361,0,0,0
2024-01-01,0.4980626981331455,0.04456049587583581,봉지라면,0.0,0.2363636363636364,0.07849829351535836,0.3472222222222221,0.05819265143992055,0.7388735722725484,0.7074097530082328,0,0,0
2024-02-01,0.41125591953348206,0.019376250671091805,봉지라면,0.0,0.018181818181818184,0.18771331058020477,0.3055555555555556,0.19999999999999998,0.7664434816857035,0.6725775807473084,0,1,0
2024-03-01,0.3804939141325193,0.047830543218312274,봉지라면,0.0,0.018181818181818184,0.28327645051194544,0.6388888888888886,0.12333664349553128,0.7365104371799926,0.6048131728942368,0,0,0
2024-04-01,0.4793550154592775,0.005075894382351509,봉지라면,0.0,0.0,0.5563139931740615,0.708333333333333,0.1545183714001986,0.7195746356833395,0.44838505383153837,0,0,0
2024-05-01,0.5345387656060429,0.048465030016106206,봉지라면,0.0,0.0,0.6518771331058021,0.7777777777777775,0.22840119165839126,0.7113036628593941,0.5718809373020894,0,0,0
2024-06-01,0.3612383076983289,0.016691883449655914,봉지라면,0.16568047337278108,0.0,0.8225255972696246,0.5972222222222221,0.25402184707050646,0.7148483654982281,0.5516149461684616,0,0,0
2024-07-01,0.33298109663026887,0.02557469861877104,봉지라면,0.25443786982248523,0.0,0.9419795221843004,0.0,0.751142005958292,0.673099645529736,0.8036732108929696,0,0,0
2024-08-01,0.20194904309029005,0.0,봉지라면,1.0,0.0,1.0,0.3194444444444444,0.1682224428997021,0.6589208349744,0.7232425585813802,0,0,0
2024-09-01,0.36765684317639236,0.044414075845575676,봉지라면,0.3550295857988166,0.0,0.8907849829351536,0.2916666666666665,0.4734856007944389,0.7353288696337144,0.39455351488283696,0,1,0
2024-10-01,0.5677272905170052,0.024452145053443314,봉지라면,0.0,0.0,0.597269624573379,0.4027777777777777,0.22482621648460774,0.7467506892477358,0.7479417352754902,0,0,0
2024-11-01,0.3375993111815585,0.03509200058568013,봉지라면,0.0,0.0,0.378839590443686,0.5694444444444442,0.11320754716981132,0.7766837337534467,1.0,0,0,0
2024-12-01,0.49360103322766236,0.05646932500366049,봉지라면,0.0,0.07272727272727274,0.10921501706484642,0.4027777777777777,0.007745779543197617,0.7825915714848364,0.8144395186827103,0,0,0
2021-01-01,0.33802982270752613,0.5137878861828298,탄산음료,0.0,1.0,0.010238907849829344,0.5833333333333333,0.034359483614697116,0.02481291847183975,0.043698543381887056,1,0,1
2021-02-01,0.3033149387499511,0.5930499292303187,탄산음료,0.0,0.07272727272727274,0.16382252559726962,0.6944444444444442,0.03475670307845084,0.019298936589208893,0.07663077897403436,1,1,1
2021-03-01,0.3732926304254237,0.7956464444335986,탄산음료,0.0,0.0,0.34470989761092147,0.708333333333333,0.21469712015888778,0.025600630169358318,0.1355288157061434,1,0,1
2021-04-01,0.4906265899573402,0.7570891697984284,탄산음료,0.0,0.0,0.49829351535836175,0.75,0.14637537239324727,0.0,0.21089297023432518,1,0,1
2021-05-01,0.5114476928495949,0.7190687686075455,탄산음료,0.0,0.0,0.6143344709897612,0.5833333333333333,0.2804369414101291,0.026388341866876885,0.16719442685243813,1,0,1
2021-06-01,0.6317952330632852,0.8426960808238567,탄산음료,0.00591715976331361,0.0,0.7883959044368601,0.36111111111111094,0.17676266137040714,0.04726270185112247,0.12476250791640275,1,0,1
2021-07-01,0.5502720050095887,0.962223632192884,탄산음료,0.47928994082840237,0.0,0.9351535836177475,0.2777777777777777,0.45918570009930487,0.05435210712879135,0.12982900569980949,1,0,1
2021-08-01,0.5676881531055537,0.9999999999999999,탄산음료,0.20710059171597633,0.0,0.8941979522184301,0.15277777777777768,0.5676266137040714,0.05671524222134705,0.0,1,0,1
2021-09-01,0.5462408516300732,0.7905217433744937,탄산음료,0.0,0.0,0.7747440273037544,0.20833333333333326,0.2844091360476664,0.3847971642378889,0.19506016466117782,1,1,1
2021-10-01,0.6681147508903761,0.9417736346332178,탄산음료,0.0,0.0,0.5631399317406144,0.5833333333333333,0.1018867924528302,0.42260732571878723,0.2362254591513615,1,0,1
2021-11-01,0.3632734530938124,0.724144662989897,탄산음료,0.0,0.0,0.33105802047781574,0.6388888888888886,0.11002979145978153,0.374163056321386,0.2697910069664342,1,0,1
2021-12-01,0.11021095064772413,0.7058909658841329,탄산음료,0.0,0.2363636363636364,0.11262798634812285,0.5416666666666665,0.009136047666335651,0.37692004726270234,0.4129195693476877,1,0,1
2022-01-01,0.24472623380689595,0.6780711601347064,탄산음료,0.0,0.5454545454545454,0.020477815699658695,0.6111111111111109,0.0,0.4316660102402521,0.4509183027232426,1,0,1
2022-02-01,0.45978630973347423,0.5450241593049929,탄산음료,0.0,0.32727272727272727,0.04436860068259385,0.6249999999999998,0.0017874875868917573,0.44584482079558896,0.480050664977834,1,1,1
2022-03-01,0.3878517474854213,0.7249255698179511,탄산음료,0.0,0.0,0.310580204778157,0.708333333333333,0.1723932472691162,0.3930681370618352,0.2837238758708045,1,0,1
2022-04-01,0.6795428750342453,0.8232710234760116,탄산음료,0.0,0.0,0.5187713310580205,0.875,0.11281032770605759,0.38400945254037033,0.5693476884103861,1,0,1
2022-05-01,0.7379750303314938,0.8774464346722631,탄산음료,0.01183431952662722,0.0,0.6621160409556315,0.9027777777777777,0.006355511420059582,0.38676644348168576,0.5725142495250157,0,0,1
2022-06-01,0.6660796054948925,0.8588510908292254,탄산음료,0.09467455621301776,0.0,0.8122866894197952,0.3194444444444444,0.36166832174776564,0.37692004726270234,0.7561747941735266,0,0,1
2022-07-01,0.6287816523815115,0.868563619503148,탄산음료,0.3431952662721894,0.0,0.931740614334471,0.16666666666666652,0.34915590863952334,0.42418274911382436,0.6732108929702338,0,0,1
2022-08-01,0.7209111189385935,0.9351359265947582,탄산음료,0.1715976331360947,0.0,0.9112627986348124,0.05555555555555558,0.6135054617676267,0.4198503347774718,0.5953134895503487,0,0,1
2022-09-01,0.262142381902861,0.7336131582800527,탄산음료,0.01183431952662722,0.0,0.764505119453925,0.43055555555555536,0.2943396226415095,0.5466719180779842,0.5927802406586444,0,1,1
2022-10-01,0.6650620327971508,0.6834887012543316,탄산음료,0.0,0.0,0.5255972696245734,0.6388888888888886,0.14895729890764647,0.9704608113430488,0.6238125395820138,0,0,1
2022-11-01,0.2205001761183515,0.5649372834203719,탄산음료,0.0,0.0,0.37542662116040953,0.8333333333333333,0.11717974180734855,0.8940527766837336,0.7162761241291955,0,0,1
2022-12-01,0.24762240225431487,0.7326370247449852,탄산음료,0.0,0.6363636363636364,0.0,0.4444444444444444,0.025024826216484605,0.9184718393068136,0.827105763141228,0,0,1
2023-01-01,0.42346679190638337,0.5066133047000829,탄산음료,0.0,0.6181818181818182,0.0273037542662116,0.5972222222222221,0.07527308838133068,0.9487987396612843,0.8765041165294489,0,1,1
2023-02-01,0.5711713827247465,0.6297525501488603,탄산음료,0.0,0.018181818181818184,0.13310580204778158,0.6527777777777777,0.025024826216484605,1.0,0.7156428119062692,0,0,1
2023-03-01,0.21157684630738527,0.6008589975108595,탄산음료,0.0,0.0,0.36860068259385664,1.0,0.05183714001986097,0.9228042536431671,0.8549715009499677,0,0,1
2023-04-01,0.6571562756839263,0.7530870223046513,탄산음료,0.0,0.0,0.4948805460750853,0.75,0.12651439920556107,0.9665222528554551,0.7289423685877141,0,0,1
2023-05-01,0.3893389691205824,0.8713456000780907,탄산음료,0.01183431952662722,0.0,0.658703071672355,0.6388888888888886,0.37894736842105264,0.9645529736116583,0.6611779607346415,0,0,1
2023-06-01,0.5499589057179758,0.6804138806188686,탄산음료,0.05325443786982249,0.0,0.8088737201365188,0.4027777777777777,0.4119165839126117,0.959826703426546,0.8549715009499677,0,0,1
2023-07-01,0.2066455324644828,0.5946117428864268,탄산음료,0.24260355029585798,0.0,0.9180887372013653,0.08333333333333337,1.0,0.849547065773927,0.7048765041165286,0,0,1
2023-08-01,0.46221282924347384,0.7831031285079799,탄산음료,0.5325443786982249,0.0,0.9488054607508533,0.19444444444444442,0.5898709036742801,0.8282788499409222,0.8714376187460413,0,0,1
2023-09-01,0.09068138233337247,0.4753282249011665,탄산음료,0.0,0.0,0.8191126279863482,0.20833333333333326,0.38669314796425025,0.8684521465143753,0.8024065864471179,0,1,1
2023-10-01,0.23552894211576847,0.5546878813021621,탄산음료,0.0,0.0,0.5494880546075086,0.6805555555555554,0.028599801390268124,0.8424576604962581,0.8758708043065226,0,0,1
2023-11-01,0.3019842667605964,0.4598077016935917,탄산음료,0.0,0.0,0.3174061433447099,0.5555555555555554,0.12075471698113208,0.805829066561639,0.8290056998100059,0,0,1
2023-12-01,0.03960706038902584,0.4432134315974426,탄산음료,0.0,0.32727272727272727,0.1296928327645051,0.38888888888888884,0.19920556107249257,0.772745175265853,0.7270424319189361,0,0,1
2024-01-01,0.35407616140268483,0.6400507589438235,탄산음료,0.0,0.2363636363636364,0.07849829351535836,0.3472222222222221,0.05819265143992055,0.7388735722725484,0.7074097530082328,0,0,1
2024-02-01,0.1415208798090094,0.4121235785055396,탄산음료,0.0,0.018181818181818184,0.18771331058020477,0.3055555555555556,0.19999999999999998,0.7664434816857035,0.6725775807473084,0,1,1
2024-03-01,0.3063285194317248,0.6143296402947923,탄산음료,0.0,0.018181818181818184,0.28327645051194544,0.6388888888888886,0.12333664349553128,0.7365104371799926,0.6048131728942368,0,0,1
2024-04-01,0.3768149974560683,0.61198691981063,탄산음료,0.0,0.0,0.5563139931740615,0.708333333333333,0.1545183714001986,0.7195746356833395,0.44838505383153837,0,0,1
2024-05-01,0.5905835388047435,0.8349358192200693,탄산음료,0.0,0.0,0.6518771331058021,0.7777777777777775,0.22840119165839126,0.7113036628593941,0.5718809373020894,0,0,1
2024-06-01,0.6167664670658682,0.8458685148128264,탄산음료,0.16568047337278108,0.0,0.8225255972696246,0.5972222222222221,0.25402184707050646,0.7148483654982281,0.5516149461684616,0,0,1
2024-07-01,0.5501154553637823,0.7023768851578895,탄산음료,0.25443786982248523,0.0,0.9419795221843004,0.0,0.751142005958292,0.673099645529736,0.8036732108929696,0,0,1
2024-08-01,0.22856248287738246,0.782224608326419,탄산음료,1.0,0.0,1.0,0.3194444444444444,0.1682224428997021,0.6589208349744,0.7232425585813802,0,0,1
2024-09-01,0.7118703768932724,0.9322075259895554,탄산음료,0.3550295857988166,0.0,0.8907849829351536,0.2916666666666665,0.4734856007944389,0.7353288696337144,0.39455351488283696,0,1,1
2024-10-01,0.5556729677899104,0.663624383815706,탄산음료,0.0,0.0,0.597269624573379,0.4027777777777777,0.22482621648460774,0.7467506892477358,0.7479417352754902,0,0,1
2024-11-01,0.14899612539626628,0.6346332178241983,탄산음료,0.0,0.0,0.378839590443686,0.5694444444444442,0.11320754716981132,0.7766837337534467,1.0,0,0,1
2024-12-01,0.0,0.5172043535555664,탄산음료,0.0,0.07272727272727274,0.10921501706484642,0.4027777777777777,0.007745779543197617,0.7825915714848364,0.8144395186827103,0,0,1
